qid,question,answer,generated_answer,factuality,faithfulness,collapsed,,備考
QA20QBIK-0261,地域によって「おどし」や「そうず」などとも呼ばれる、田んぼや畑で、スズメやカラスを追い払うために立てられる人形は何?,かかし,"棒立てのついた竿灯。
",,,,,
QA20QBIK-0263,男の子の成長や立身出世を願って立てられる、5月5日の端午の節句の風物詩といえば何?,こいのぼり,"こいのぼり。
",,,,,
QA20QBIK-0265,薄暗い中でも明るく見えることから「イブニングエメラルド」という別名がある8月の誕生石は何?,ペリドット,ペリドット,,,,,
QA20QBIK-0267,1358年、百年戦争のさなかのフランスで起こった大規模な農民反乱を、当時の貴族が農民を蔑んで呼んだ言葉に由来して何という?,ジャックリーの乱,ユグノー戦争(1562〜1553),,,,,
QA20QBIK-0269,アメリカ大統領セオドア・ルーズベルトが熊狩りの時に小熊を撃たなかったというエピソードから作られ、セオドア・ルーズベルトの愛称にちなんで名付けられたクマのぬいぐるみは何?,テディベア,"テディベア・ルーズベルト」です。
",,,,,
QA20QBIK-0271,ロシアの科学者が教育用ソフトとして開発した、4つの正方形を組み合わせた7種類のブロックピースを積み、横一列をそろえて消す、というゲームは何?,テトリス,"ドミノ倒し。
",,,,,
QA20QBIK-0273,19世紀のフランスで活躍した曲芸師にちなんで名づけられた、新体操の選手やバレエダンサーが着る体にフィットした衣装は何?,レオタード,レオタード,,,,,
QA20QBIK-0275,執事の格好をしたウェイターがいる「執事喫茶」などが建ち並ぶ、東京・池袋、サンシャイン60の西側の通りの通称は何?,乙女ロード,執事ストリート,,,,,
QA20QBIK-0277,「キューバ式」と「ペルー式」がある、穴の開いた厚さの違う板によって組まれた箱をたたいて演奏するペルーの打楽器は何?,カホン,コンガ,,,,,
QA20QBIK-0279,天気予報で「平年並み」などという時の「平年」の基準となるのは、過去何年の平均値?,30年,"2年です。
",,,,,
QA20QBIK-0281,出産祝いとして人気の「ダイパーケーキ」といえば、どんなものでケーキをかたどったギフト?,おむつ,"デコレーションされた花束やカードです。
",,,,,
QA20QBIK-0283,2015年に「マッキンリー」から正式名称が変更された、北アメリカ大陸の最高峰は何?,デナリ,"デナリ山(アラスカ)です。
",,,,,
QA20QBIK-0285,リビングやキッチンを不特定多数の他人と共有し、寝室は個室、という共同住宅のスタイルを何という?,シェアハウス,"シェアードハウス(Sharing House)またはコレクティブハウス(Collective House)と呼ばれます。
",,,,,
QA20QBIK-0287,現存する世界最古のものは15世紀にドイツで作られたものである、地球をかたどって作られた立体模型といえば何?,地球儀,ベルリン大聖堂の天井画,,,,,
QA20QBIK-0289,松田聖子のヒット曲のタイトルにもなった、シチリア島原産のマメ科の花は何?,スイートピー,プルメリア,,,,,
QA20QBIK-0291,1971年にニューヨークに開設された、ベンチャー企業やハイテク企業が数多く上場する、世界最大のベンチャー向け株式市場は何?,NASDAQ,"NASDAQ証券取引所。
",,,,,
QA20QBIK-0293,アナーニ事件をきっかけにして、1309年から1377年まで教皇庁がローマから南フランスに移されたことを、移された場所の地名から一般に何という?,アヴィニョン捕囚,コルシカ島,,,,,
QA20QBIK-0295,「3秒ルール」や「24秒ルール」といった時間制限のルールがある球技は何?,バスケットボール,"ホッケーです。
",,,,,
QA20QBIK-0297,自動車のボンネットにつけられるマークのことを、「紋章」という意味の英語で何という?,エンブレム,"エンブレム・バッジまたはエンブレム・プレートと呼びます。
",,,,,
QA20QBIK-0299,辞書の『大辞林』や『新明解国語辞典』を出版している出版社はどこ?,三省堂,"三省堂です。
",,,,,
QA20QBIK-0301,五十音で、あ行とさ行の間は何行?,か行,"5〜8行程度です。
",,,,,
QA20QBIK-0303,種や豆を発芽させたブロッコリーなどの新芽野菜を、「新芽」という意味の英語で何という?,スプラウト,芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、芽生えたもの、,,,,,
QA20QBIK-0305,ジャニーズのグループ「嵐」のメンバーで、1人だけ、血液型と出身都道府県が他のメンバーと違うのは誰?,相葉雅紀,"二宮和也さんです。
",,,,,
QA20QBIK-0307,マツリカ、オウバイなどの種類がある、香料や茶に用いられるモクセイ科の植物は何?,ジャスミン,ジャスミン,,,,,
QA20QBIK-0309,上毛かるたで「日本の名湯」とうたわれている、群馬県の温泉はどこ?,伊香保温泉,草津温泉,,,,,
QA20QBIK-0311,新たな交通網の整備の結果、人や企業が経路上の中小都市から大都市へと移り、中小都市が大都市の経済圏に飲み込まれていくという現象を何という?,ストロー効果,"都市圏化(しゅうえきか)とは、人口と産業の集積により、地方の中心的な地域が周辺地域の中心的な地域に対して経済的・政治的な影響力を持つようになる過程である。
都市圏とは、地方の中心的な地域から周辺地域の中心的な地域への人口と産業の集積によって形成される地方の中心的な地域である。
",,,,,
QA20QBIK-0313,地質時代の古生代を大きく6つに分けた時、最初は「カンブリア紀」ですが、最後は何?,ペルム紀,"デボン紀後期(約4億年前)です。
",,,,,
QA20QBIK-0315,女子高生のみかん、弟のゆずひこなど、タチバナ家の4人家族を描いた、けらえいこの漫画は何?,あたしンち,ももいろシスターズ,,,,,
QA20QBIK-0317,唐辛子が多く栽培されていることから「とうがらし」という意味の名がつけられた、バリ島の東に位置するインドネシアの島は何島?,ロンボク島,ジャワ島,,,,,
QA20QBIK-0319,映画やテレビ番組で、制作・収録した内容が、上演・放送されなくなることを何という?,お蔵入り,"廃案(dethened)または撤回(revolution)とは、法案や政策の採択が失敗したり、撤回されたりした場合に使用される言葉です。
法案や政策は、通常、議会によって制定されます。
法案や政策の採択が失敗したり、撤回されると、政府は政策を修正し、再度提出する必要があります。
法案や政策の採択が失敗したり、撤回されると、政府は政策を再検討し、再び提出する必要があります。
",,,,,
QA20QBIK-0321,牛2頭が1日で耕す面積を基準にして決められた、ヤード・ポンド法の面積の単位は何?,エーカー,"エーカー・パー・スクエアードです。
",,,,,
QA20QBIK-0323,種子にはコーヒーの約3倍のカフェインが含まれ滋養強壮作用があるとされる、炭酸飲料などにも用いられている南米原産のムクロジ科の植物は何?,ガラナ,カシューナッツ,,,,,
QA20QBIK-0325,「仲良きことは美しき哉」という名言でも知られる白樺派の作家は誰?,武者小路実篤,武者小路実篤,,,,,
QA20QBIK-0327,「熱血ひとり芝居」などのハイテンション芸でおなじみの、ワタナベエンターテインメント所属のお笑いタレントは誰?,あばれる君,"ザ・プラン9です。
",,,,,
QA20QBIK-0329,道路の排水路などで見られる、鋼材を格子状に溶接した溝蓋を英語で何という?,グレーチング,"ラバーロックウォールドブリングカバーまたはラバーロックウォールドブリングカバーと呼びます。
",,,,,
QA20QBIK-0331,オリーブオイルで揚げたナスを、ズッキーニやトマトなどの野菜と炒め甘酢で煮込んだ、シチリア島の名物料理は何?,カポナータ,"タマネギとナスの詰め物、ラザニア風ソース添え。
",,,,,
QA20QBIK-0333,世界の国旗で、青地に金色のスカンジナビア十字が描かれた「金十字旗」といえば、どこの国の国旗?,スウェーデン,"スウェーデン王国の国旗です。
",,,,,
QA20QBIK-0335,スペインやポルトガルがある、ヨーロッパ南西端の半島は何?,イベリア半島,コルシカ島,,,,,
QA20QBIK-0337,体に蓄積された毒物を吐き出すことにより体調を保つ健康法のことを、「解毒」という意味の英語で何という?,デトックス,"デトックス(detoxification)とは、体内の有害な物質を排出し、健康的な状態を維持するための実践です。
デトックスは、主に薬物やアルコールの乱用、過剰な食事制限、運動不足などが原因で起こる慢性的な疾患の治療に使用されます。
",,,,,
QA20QBIK-0339,ピヴォ、アラ、フィクソ、ゴレイロのポジションが存在する、1チーム5人で行われるスポーツは何?,フットサル,"サッカーです。
",,,,,
