serial_number,qid,intermediate_lang,query,translated,sample
788,QA20CAPR-0177,韓国語,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,「ハンジャキ」として知られる天然記念物は、切り倒されても生き残る能力を持っていますか？,はい、ハンジャキとは、東南アジアや南アジアの森林地帯に広く分布している樹種で、高さ30〜50メートルになります。この種の木は、伐採や風害などの厳しい環境条件に耐えることができます。また、耐久性があり、非常に強い樹皮を持ち、木材として優れた特性を持っています。
789,QA20CAPR-0177,ポルトガル語,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,「ハンザキ」として知られる自然記念物は、切り倒されても生き続けるものですか？,はい、ハンザキは切り倒されても生き続けます。 彼らは非常に丈夫な植物で、切り倒された後も再び生えてくることがあります。 また、ハンザキは耐久性があり、数千年にわたって繁栄しています。
790,QA20CAPR-0177,ロシア語,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,「ハンザキ」として知られる自然の記念物は、刈り込まれた後でも生き続けるものは何ですか？,松ぼっくり。 松ぼっくりは、風や雪から身を守るために、地面にしっかりと根を張っています。 そのため、刈り込まれても、松ぼっくりは生き残ります。
791,QA20CAPR-0177,スペイン語,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,「ハンザキ」として知られる自然記念物は、切り倒されても生き続けるものですか？,はい、ハンザキは切り倒されても生き続けます。 ハンザキは、北アメリカや南アメリカ、西インド諸島などの広い地域に見られます。 ハンザキは、主にメキシコ、中央アメリカ、カリブ海周辺の熱帯地帯で見つかります。
792,QA20CAPR-0179,英語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、しばしば「何ショック」と呼ばれていますか？,リーマン・ブラザーズ・ホールディングス株式会社(破綻)
793,QA20CAPR-0179,中国語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、一般的に「何ショック」と呼ばれていますか？,リーマン・ブラザーズ・ホールディングス株式会社です。
794,QA20CAPR-0179,フランス語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何で、しばしば「何ショック」と呼ばれていますか？,リーマン・ブラザーズ・ホールディングス株式会社(通称:LEH)です。
795,QA20CAPR-0179,ドイツ語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、「どのショック」としばしば言及されていますか？,リーマン・ブラザーズ証券会社です。
796,QA20CAPR-0179,イタリア語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年の世界金融危機を引き起こしたアメリカの投資銀行の名前は何ですか？これはしばしば「何の衝撃」と呼ばれています。,リーマン・ブラザーズ証券会社です。
797,QA20CAPR-0179,韓国語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年の世界金融危機を引き起こし、「何ショック」としばしば言及されるアメリカの投資銀行の名前は何ですか？,リーマン・ブラザーズ証券会社
798,QA20CAPR-0179,ポルトガル語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、しばしば「何ショック」と呼ばれていますか？,リーマン・ブラザーズ・ホールディングス株式会社(破綻)、バンク・オブ・アメリカ・コーポレーション(破綻)、JPモルガン・チェース証券株式会社(破綻)です。
799,QA20CAPR-0179,ロシア語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、「何のショック」としばしば言及されていますか？,リーマン・ブラザーズ証券会社です。
800,QA20CAPR-0179,スペイン語,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,2008年に発生した世界的な金融危機を引き起こしたアメリカの投資銀行の名前は何であり、しばしば「何ショック」と呼ばれていますか？,リーマン・ブラザーズ・ホールディングス株式会社(破綻)、バンク・オブ・アメリカ・コーポレーション(破綻)、JPモルガン・チェース証券株式会社(破綻)です。
